id,tipo,titulo,alias,sigla,catId,catTitle,parentCatId,parentCatTitle,path
9216,Estatísticas,Resultados completos#2ovos,pesquisa-trimestral-da-producao-de-ovos-de-galinha,POG,2072,NP-Produção de Ovos de Galinha,1915,"NP-Agricultura, pecuária, produção florestal, pesca e aquicultura",novo-portal/estatisticas/estatisticas-economicas/estatisticas-economicas-setoriais/agricultura-pecuaria-producao-florestal-pesca-e-aquicultura/np-estatistica-da-producao-pecuaria
9114,Estatísticas,Retroprojeção da População,retroprojecao-da-populacao,,2045,NP-Retroprojeção da População,1865,NP-Características gerais da população,novo-portal/estatisticas/demografia-e-estatisticas-sociais/populacao/caracteristicas-gerais-da-populacao/np-retroprojecao-da-populacao
21715,Estatísticas,Roteiro para acessar as informações sobre sub-registro de nascimentos,roteiro-para-acessar-as-informacoes-sobre-sub-registro-de-nascimentos,,2916,NP-Roteiro para acessar as informações sobre sub-registro de nascimentos,2890,NP-Outros documentos,novo-portal/estatisticas/metodos-e-classificacoes/np-outros-documentos-tecnicos/np-roteiro-para-acessar-as-informacoes-sobre-sub-registro-de-nascimentos
9221,Estatísticas,Síntese de Indicadores Sociais,sintese-de-indicadores-sociais,,2074,NP-Síntese de Indicadores Sociais,1865,NP-Características gerais da população,novo-portal/estatisticas/demografia-e-estatisticas-sociais/populacao/caracteristicas-gerais-da-populacao/np-sintese-de-indicadores-sociais
19897,Estatísticas,Síntese de Indicadores#PNAD2,sintese-de-indicadores-pnad2,PNAD,2044,NP-Pesquisa Nacional por Amostra de Domicílios,1865,NP-Características gerais da população,novo-portal/estatisticas/demografia-e-estatisticas-sociais/populacao/caracteristicas-gerais-da-populacao/pesquisa-nacional-por-amostra-de-domicilios
9300,Estatísticas,Sistema de Contas Nacionais Trimestrais,contas-nacionais-trimestrais,SCNT,2087,NP-Sistema de Contas Nacionais Trimestrais,1906,NP-Contas nacionais,novo-portal/estatisticas/estatisticas-economicas/estatisticas-macroeconomicas/contas-nacionais/np-contas-nacionais-trimestrais
9052,Estatísticas,Sistema de Contas Nacionais: Brasil,sistema-de-contas-nacionais-brasil,SCN,2020,NP-Sistema de Contas Nacionais,1906,NP-Contas nacionais,novo-portal/estatisticas/estatisticas-economicas/estatisticas-macroeconomicas/contas-nacionais/np-sistema-de-contas-nacionais-brasil
9388,Estatísticas,Sistema de Informações e Indicadores Culturais,indicadores-culturais,SIIC,2092,NP-Sistema de Informações e Indicadores Culturais,1943,"NP-Cultura, recreação e esporte",novo-portal/estatisticas/estatisticas-multidominio-e-meio-ambiente/estatisticas-multidominio/cultura-recreacao-e-esporte/np-indicadores-culturais
9270,Estatísticas,Sistema Nacional de Pesquisa de Custos e Índices da Construção Civil,sistema-nacional-de-pesquisa-de-custos-e-indices-da-construcao-civil,SINAPI,2079,NP-Sistema Nacional de Pesquisa de Custos e Índices da Construção Civil,1929,NP-Preços e custos,novo-portal/estatisticas/estatisticas-economicas/precos-e-custos/np-sistema-nacional-de-pesquisa-de-custos-e-indices-da-construcao-civil
21090,Estatísticas,"Sistemas de Estatísticas Vitais no Brasil: avanços, perspectivas e desafios",sistemas-de-estatisticas-vitais-no-brasil-avancos-perspectivas-e-desafios,,2899,"NP-Sistemas de Estatísticas Vitais no Brasil: avanços, perspectivas e desafios",1864,NP-População,novo-portal/estatisticas/demografia-e-estatisticas-sociais/populacao/np-sistemas-de-estatisticas-vitais-no-brasil-avancos-perspectivas-e-desafios
19881,Estatísticas,Suplementos #economiadoturismo2,suplementos-economiadoturismo2,,2032,NP-Economia do Turismo,1944,NP-Turismo,novo-portal/estatisticas/estatisticas-multidominio-e-meio-ambiente/estatisticas-multidominio/turismo/np-economia-do-turismo
19880,Estatísticas,Suplementos #Estadic2,suplementos-estadic2,ESTADIC,2421,NP-Pesquisa de Informações Básicas Estaduais,1885,NP-Proteção social,novo-portal/estatisticas/demografia-e-estatisticas-sociais/protecao-social/np-pesquisa-de-informacoes-basicas-estaduais
19879,Estatísticas,Suplementos #Munic2,suplementos-munic2,MUNIC,2110,NP-Pesquisa de Informações Básicas Municipais,1885,NP-Proteção social,novo-portal/estatisticas/demografia-e-estatisticas-sociais/protecao-social/np-pesquisa-de-informacoes-basicas-municipais
19902,Estatísticas,Suplementos#pme3,suplementos-pme3,PME,2068,NP-Pesquisa Mensal de Emprego,1878,NP-Trabalho remunerado,novo-portal/estatisticas/demografia-e-estatisticas-sociais/trabalho/trabalho-remunerado/np-pesquisa-mensal-de-emprego
19898,Estatísticas,Suplementos#PNAD4,suplementos-pnad3,PNAD,2044,NP-Pesquisa Nacional por Amostra de Domicílios,1865,NP-Características gerais da população,novo-portal/estatisticas/demografia-e-estatisticas-sociais/populacao/caracteristicas-gerais-da-populacao/pesquisa-nacional-por-amostra-de-domicilios
9125,Estatísticas,Tábuas Abreviadas de Mortalidade,tabuas-abreviadas-de-mortalidade,,2049,NP-Tábuas Abreviadas de Mortalidade,1866,NP-Componentes da dinâmica demográfica e estatísticas vitais,novo-portal/estatisticas/demografia-e-estatisticas-sociais/populacao/componentes-da-dinamica-demografica-e-estatisticas-vitais/np-tabuas-abreviadas-de-mortalidade
9126,Estatísticas,Tábuas Completas de Mortalidade,tabuas-completas-de-mortalidade,,2050,NP-Tábuas Completas de Mortalidade,1866,NP-Componentes da dinâmica demográfica e estatísticas vitais,novo-portal/estatisticas/demografia-e-estatisticas-sociais/populacao/componentes-da-dinamica-demografica-e-estatisticas-vitais/np-tabua-completa-de-mortalidade
9121,Estatísticas,Uso de Agrotóxicos no Estado do Paraná,uso-de-agrotoxicos-no-estado-do-parana,,2047,NP-Uso de Agrotóxicos no Estado do Paraná,1915,"NP-Agricultura, pecuária, produção florestal, pesca e aquicultura",novo-portal/estatisticas/estatisticas-economicas/estatisticas-economicas-setoriais/agricultura-pecuaria-producao-florestal-pesca-e-aquicultura/np-uso-de-agrotoxicos-no-estado-do-parana
9127,Estatísticas,Volume Brasil#PNAD1,pesquisa-nacional-por-amostra-de-domicilios,PNAD,2044,NP-Pesquisa Nacional por Amostra de Domicílios,1865,NP-Características gerais da população,novo-portal/estatisticas/demografia-e-estatisticas-sociais/populacao/caracteristicas-gerais-da-populacao/pesquisa-nacional-por-amostra-de-domicilios
